symbol	n	sources	ngc	cosm1	cancermine	cacao	germ	driver	cos_fu	hmf_fu	tumorsuppressor	oncogene	fusion	tier1
FYN	4	TS500|oncokb|msk_impact|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GAB2	2	cancermine|hmf	FALSE	FALSE	TRUE	FALSE	FALSE	0.5	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
GABRA6	4	PMCC|TS500|NGC_other|foundation_one	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GALNT12	2	predispose|TEMPUS	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GAS7	4	NGC_known|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
GATA1	11	PMCC|TS500|TEMPUS|NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GATA2	14	predispose|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
GATA3	14	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	0.5	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
GATA4	4	PMCC|TS500|TEMPUS|foundation_one	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GATA6	4	PMCC|TS500|TEMPUS|foundation_one	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GBA	1	predispose	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GEN1	2	TS500|TEMPUS	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GID4	4	PMCC|TS500|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GJB2	1	predispose	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GKN1	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE
GLI1	11	PMCC|TS500|TEMPUS|NGC_known|cancermine|oncokb|msk_impact|foundation_one|foundation_one_heme|cosmic2|hmf	TRUE	FALSE	TRUE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
GMPS	4	NGC_known|foundation_one_heme|cosmic2|hmf	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
GNA11	13	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
GNA12	3	oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GNA13	9	AZ300|PMCC|TS500|TEMPUS|NGC_other|oncokb|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GNAQ	14	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	0.6666666666666666	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
GNAS	14	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
GNB1	3	NGC_other|oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GNMT	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
GOLGA5	3	NGC_known|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
GOPC	3	NGC_known|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
GPC3	5	predispose|TEMPUS|familial_cancer|NGC_known|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GPC5	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
GPHN	4	NGC_known|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
GPRC5A	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
GPS2	5	TS500|TEMPUS|NGC_other|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GREM1	6	predispose|TS500|TEMPUS|familial_cancer|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GRIN2A	10	PMCC|TS500|TEMPUS|NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
GRM3	6	PMCC|TS500|TEMPUS|NGC_known|foundation_one|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
GSK3B	7	PMCC|TS500|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GSTP1	3	PMCC|TEMPUS|cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
GTF2I	4	NGC_other|oncokb|msk_heme|hmf	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
H3F3A	10	PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|foundation_one|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
H3F3B	5	TS500|NGC_known|oncokb|msk_impact|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
H3F3C	5	AZ300|TS500|NGC_other|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HABP2	1	predispose	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HDAC1	4	TEMPUS|oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HDAC4	4	TEMPUS|oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HDAC7	3	oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HERPUD1	4	NGC_known|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
HEY1	4	NGC_known|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
HFE	1	predispose	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HGF	10	AZ300|PMCC|TS500|TEMPUS|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
HIF1A	6	PMCC|TEMPUS|NGC_known|oncokb|msk_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
HIP1	4	NGC_known|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
HIST1H1B	3	NGC_other|oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H1C	7	AZ300|TS500|NGC_other|oncokb|msk_impact|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HIST1H1D	3	oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H1E	5	TEMPUS|NGC_other|oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HIST1H2AC	3	oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H2AG	3	oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H2AL	3	oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H2AM	3	oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H2BC	4	NGC_other|oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HIST1H2BD	5	AZ300|TS500|oncokb|msk_impact|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HIST1H2BG	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H2BJ	3	oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H2BK	3	oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H2BO	3	oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H3A	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H3B	10	TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
HIST1H3C	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H3D	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H3E	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H3F	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H3G	4	TS500|oncokb|msk_impact|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HIST1H3H	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H3I	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H3J	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST1H4I	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
HIST2H3A	2	TS500|oncokb	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST2H3C	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST2H3D	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HIST3H3	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HLA-A	9	TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
HLA-B	5	TS500|TEMPUS|NGC_other|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HLA-C	2	TS500|TEMPUS	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HLF	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
HMBS	1	predispose	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HMGA1	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
HMGA2	4	NGC_known|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
HNF1A	14	predispose|AZ300|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
HNF1B	2	predispose|TEMPUS	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HNRNPA2B1	3	NGC_known|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
HOOK3	3	NGC_known|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
HOXA11	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
HOXA13	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
HOXA9	4	NGC_known|cancermine|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
HOXB13	6	predispose|TS500|TEMPUS|familial_cancer|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HOXC11	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
HOXC13	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
HOXD11	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
HOXD13	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
HPGD	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
HRAS	16	predispose|AZ300|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	TRUE	FALSE	TRUE	0.25	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
HSD3B1	3	PMCC|TS500|foundation_one	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
HSP90AA1	7	PMCC|TS500|TEMPUS|NGC_known|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
HSP90AB1	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
ICOSLG	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ID3	8	TS500|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one_heme|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
ID4	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE
IDH1	14	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	0.75	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
IDH2	13	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
IFNGR1	4	TS500|TEMPUS|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
IGF1	5	PMCC|TS500|oncokb|msk_impact|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
IGF1R	9	AZ300|PMCC|TS500|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
IGF2	6	PMCC|TS500|oncokb|msk_impact|msk_heme|foundation_one	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
IGF2BP2	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
IGFBP2	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0.5	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
IGFBP7	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
IGH	3	foundation_one_heme|cosmic1|hmf	FALSE	TRUE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
IGK	3	foundation_one_heme|cosmic1|hmf	FALSE	TRUE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
IGL	3	foundation_one_heme|cosmic1|hmf	FALSE	TRUE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
IKBKB	2	NGC_known|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
IKBKE	8	PMCC|TS500|TEMPUS|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
IKZF1	12	PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	0	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
IKZF3	4	NGC_other|oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
IL10	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL2	2	NGC_known|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
IL21R	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
IL2RA	2	PMCC|TEMPUS	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL6	2	AZ300|cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
IL6R	2	TEMPUS|hmf	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
IL6ST	2	NGC_known|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
IL7R	11	PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
INHA	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
INHBA	6	PMCC|TS500|oncokb|msk_impact|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
INPP4A	4	AZ300|TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
INPP4B	10	AZ300|PMCC|TS500|TEMPUS|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE
INPPL1	2	oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
INSR	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IRF1	4	TEMPUS|oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
IRF2	4	PMCC|TS500|TEMPUS|foundation_one	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
IRF4	12	PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
IRF8	3	oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IRS1	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IRS2	8	PMCC|TS500|TEMPUS|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
IRS4	2	NGC_known|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ISX	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ITGAV	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ITK	4	predispose|NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
JAK1	13	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
JAK2	15	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1|hmf	TRUE	TRUE	TRUE	FALSE	FALSE	0.5	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
JAK3	13	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
